JSON-index,JSON-ID,chan_name,event_time,pass_step1,pass_step2,pass_step3_NN,pass_step3_sig
250,1754,CR5- SNR 5dB - #12,92.137207,True,True,False,False
251,1761,CR5- SNR 5dB - #12,112.205078,True,True,False,False
252,1765,CR5- SNR 5dB - #13,3.499512,True,True,False,False
253,1769,CR5- SNR 5dB - #13,15.064453,False,False,False,False
254,1785,CR5- SNR 5dB - #13,61.76123,True,True,False,False
255,1792,CR5- SNR 5dB - #13,82.020996,True,True,False,False
256,1794,CR5- SNR 5dB - #13,87.566895,True,True,False,False
257,1795,CR5- SNR 5dB - #13,89.592773,True,True,False,False
258,1806,CR5- SNR 5dB - #14,1.0,True,True,False,False
259,1818,CR5- SNR 5dB - #14,36.015625,True,True,False,False
260,1824,CR5- SNR 5dB - #14,53.494141,True,True,False,False
261,1826,CR5- SNR 5dB - #14,59.945313,True,True,False,False
262,1835,CR5- SNR 5dB - #14,85.657227,False,True,False,False
263,1837,CR5- SNR 5dB - #14,89.897461,True,False,False,False
264,1864,CR5- SNR 5dB - #15,47.428711,False,False,False,False
265,1876,CR5- SNR 5dB - #15,79.502441,True,True,False,False
266,1883,CR5- SNR 5dB - #15,100.302246,True,True,False,False
267,1885,CR5- SNR 5dB - #15,106.215332,True,True,False,False
268,1886,CR5- SNR 5dB - #15,109.085449,True,True,False,False
269,1887,CR5- SNR 5dB - #15,112.326172,True,True,False,False
270,1897,CR5- SNR 5dB - #16,20.98291,True,True,False,False
271,1905,CR5- SNR 5dB - #16,43.085449,False,True,False,False
272,1907,CR5- SNR 5dB - #16,49.086426,True,True,False,False
273,1913,CR5- SNR 5dB - #16,67.692383,True,True,False,False
274,1924,CR5- SNR 5dB - #16,98.501953,True,True,False,False
275,1926,CR5- SNR 5dB - #16,104.65918,True,True,False,False
276,1935,CR5- SNR 5dB - #17,8.791992,True,True,False,False
277,1937,CR5- SNR 5dB - #17,14.468262,True,False,False,False
278,1940,CR5- SNR 5dB - #17,22.899902,False,False,False,False
279,1953,CR5- SNR 5dB - #17,58.992188,True,True,False,False
280,1954,CR5- SNR 5dB - #17,62.409668,True,True,False,False
281,1959,CR5- SNR 5dB - #17,75.31543,False,True,False,False
282,1976,CR5- SNR 5dB - #18,5.766113,False,True,False,False
283,1982,CR5- SNR 5dB - #18,21.799316,True,True,False,False
284,1993,CR5- SNR 5dB - #18,57.461426,True,False,False,False
285,1997,CR5- SNR 5dB - #18,67.212402,False,False,False,False
286,2003,CR5- SNR 5dB - #18,86.036621,True,True,False,False
287,2004,CR5- SNR 5dB - #18,89.01416,True,True,False,False
288,2017,CR5- SNR 5dB - #19,3.756836,True,True,False,False
289,2033,CR5- SNR 5dB - #19,46.961426,False,False,False,False
290,2044,CR5- SNR 5dB - #19,79.740723,True,True,False,False
291,2047,CR5- SNR 5dB - #19,89.092285,False,False,False,False
292,2051,CR5- SNR 5dB - #19,100.776367,False,True,False,False
293,2052,CR5- SNR 5dB - #19,103.839355,True,True,False,False
294,2075,CR5- SNR 5dB - #20,51.126953,True,True,False,False
295,2081,CR5- SNR 5dB - #20,69.759766,True,True,False,False
296,2085,CR5- SNR 5dB - #20,79.679688,True,True,False,False
297,2091,CR5- SNR 5dB - #20,95.649414,False,True,False,False
298,2094,CR5- SNR 5dB - #20,104.567383,True,True,False,False
299,2098,CR5- SNR 5dB - #20,116.331543,True,False,False,False
300,2104,CR5- SNR 5dB - #21,12.161133,True,True,False,False
301,2115,CR5- SNR 5dB - #21,42.555664,True,True,False,False
302,2122,CR5- SNR 5dB - #21,62.644043,False,True,False,False
303,2135,CR5- SNR 5dB - #21,102.320313,True,True,False,False
304,2139,CR5- SNR 5dB - #21,114.400391,True,True,False,False
305,2141,CR5- SNR 5dB - #21,119.0,False,False,False,False
306,2142,CR5- SNR 5dB - #22,1.0,True,True,False,False
307,2160,CR5- SNR 5dB - #22,53.577637,False,False,False,False
308,2163,CR5- SNR 5dB - #22,63.165527,False,True,False,False
309,2167,CR5- SNR 5dB - #22,75.872559,True,True,False,False
310,2169,CR5- SNR 5dB - #22,81.857422,True,True,False,False
311,2180,CR5- SNR 5dB - #22,110.408203,True,True,False,False
312,2188,CR5- SNR 5dB - #23,12.627441,True,True,False,False
313,2205,CR5- SNR 5dB - #23,62.336914,True,True,False,False
314,2212,CR5- SNR 5dB - #23,82.690918,True,True,False,False
315,2214,CR5- SNR 5dB - #23,89.391113,False,True,False,False
316,2217,CR5- SNR 5dB - #23,97.554688,True,True,False,False
317,2220,CR5- SNR 5dB - #23,105.276367,True,True,False,False
318,2231,CR5- SNR 5dB - #24,15.683594,True,True,False,False
319,2240,CR5- SNR 5dB - #24,41.526855,True,True,False,False
320,2241,CR5- SNR 5dB - #24,43.562012,True,True,False,False
321,2246,CR5- SNR 5dB - #24,57.492676,True,True,False,False
322,2247,CR5- SNR 5dB - #24,60.342773,True,True,False,False
323,2254,CR5- SNR 5dB - #24,81.068848,False,False,False,False
324,2278,CR5- SNR 5dB - #25,30.59668,True,True,False,False
325,2280,CR5- SNR 5dB - #25,35.211426,False,True,False,False
326,2294,CR5- SNR 5dB - #25,76.766113,True,True,False,False
327,2295,CR5- SNR 5dB - #25,79.493652,True,True,False,False
328,2301,CR5- SNR 5dB - #25,96.380859,True,True,False,False
329,2302,CR5- SNR 5dB - #25,99.215332,True,True,False,False
330,2311,CR5- SNR 5dB - #26,3.947754,True,True,False,False
331,2314,CR5- SNR 5dB - #26,12.525391,False,True,False,False
332,2322,CR5- SNR 5dB - #26,35.347656,True,True,False,False
333,2326,CR5- SNR 5dB - #26,47.980957,True,True,False,False
334,2330,CR5- SNR 5dB - #26,59.302246,True,True,False,False
335,2335,CR5- SNR 5dB - #26,73.974121,True,True,False,False
336,2360,CR5- SNR 5dB - #27,25.45752,True,False,False,False
337,2370,CR5- SNR 5dB - #27,53.208984,True,True,False,False
338,2371,CR5- SNR 5dB - #27,55.581055,False,False,False,False
339,2374,CR5- SNR 5dB - #27,65.415039,True,True,False,False
340,2388,CR5- SNR 5dB - #27,106.039551,True,True,False,False
341,2391,CR5- SNR 5dB - #27,113.593262,True,False,False,False
342,2402,CR5- SNR 5dB - #28,23.17627,True,True,False,False
343,2404,CR5- SNR 5dB - #28,28.500977,True,True,False,False
344,2405,CR5- SNR 5dB - #28,31.11377,True,True,False,False
345,2408,CR5- SNR 5dB - #28,38.22998,False,False,False,False
346,2418,CR5- SNR 5dB - #28,65.0625,True,True,False,False
347,2427,CR5- SNR 5dB - #28,94.711914,True,True,False,False
348,2441,CR5- SNR 5dB - #29,15.350098,True,True,False,False
349,2442,CR5- SNR 5dB - #29,18.32666,True,True,False,False
350,2452,CR5- SNR 5dB - #29,47.519531,True,False,False,False
351,2456,CR5- SNR 5dB - #29,59.409668,True,True,False,False
352,2467,CR5- SNR 5dB - #29,90.326172,False,True,False,False
353,2471,CR5- SNR 5dB - #29,101.737793,True,True,False,False
354,2479,CR5- SNR 5dB - #30,3.914551,True,True,False,False
355,2483,CR5- SNR 5dB - #30,16.483398,False,False,False,False
356,2491,CR5- SNR 5dB - #30,37.168457,True,True,False,False
357,2494,CR5- SNR 5dB - #30,47.024902,False,True,False,False
358,2495,CR5- SNR 5dB - #30,49.308105,True,True,False,False
359,2514,CR5- SNR 5dB - #30,105.606934,True,True,False,False
360,2520,CR5- SNR 10dB - #1,1.0,True,True,False,False
361,2527,CR5- SNR 10dB - #1,22.408691,True,True,False,False
362,2535,CR5- SNR 10dB - #1,45.651367,True,True,False,False
363,2536,CR5- SNR 10dB - #1,47.944336,True,True,False,False
364,2548,CR5- SNR 10dB - #1,81.077637,True,True,False,False
365,2549,CR5- SNR 10dB - #1,84.709961,True,True,False,False
366,2575,CR5- SNR 10dB - #2,39.245117,True,True,False,False
367,2576,CR5- SNR 10dB - #2,41.329102,True,True,False,False
368,2577,CR5- SNR 10dB - #2,43.876465,True,True,False,False
369,2580,CR5- SNR 10dB - #2,52.139648,True,True,False,False
370,2590,CR5- SNR 10dB - #2,81.967773,True,True,False,False
371,2602,CR5- SNR 10dB - #2,115.780762,True,True,False,False
372,2605,CR5- SNR 10dB - #3,3.452148,True,True,False,False
373,2606,CR5- SNR 10dB - #3,6.876465,True,True,False,False
374,2615,CR5- SNR 10dB - #3,32.812988,True,True,False,False
375,2632,CR5- SNR 10dB - #3,82.522461,True,True,False,False
376,2634,CR5- SNR 10dB - #3,88.101563,True,True,False,False
377,2635,CR5- SNR 10dB - #3,90.402344,True,True,False,False
378,2649,CR5- SNR 10dB - #4,10.022461,True,True,False,False
379,2656,CR5- SNR 10dB - #4,29.043457,True,True,False,False
380,2657,CR5- SNR 10dB - #4,32.575684,True,True,False,False
381,2673,CR5- SNR 10dB - #4,78.650879,True,True,False,False
382,2680,CR5- SNR 10dB - #4,97.634277,True,True,False,False
383,2686,CR5- SNR 10dB - #4,116.340332,True,True,False,False
384,2688,CR5- SNR 10dB - #5,1.0,True,True,False,False
385,2689,CR5- SNR 10dB - #5,3.963867,True,True,False,False
386,2690,CR5- SNR 10dB - #5,7.450684,True,True,False,False
387,2699,CR5- SNR 10dB - #5,33.209473,True,True,False,False
388,2710,CR5- SNR 10dB - #5,64.537109,True,True,False,False
389,2717,CR5- SNR 10dB - #5,85.161621,True,True,False,False
390,2742,CR5- SNR 10dB - #6,34.892578,True,True,False,False
391,2753,CR5- SNR 10dB - #6,67.255371,True,True,False,False
392,2763,CR5- SNR 10dB - #6,95.905273,True,True,False,False
393,2766,CR5- SNR 10dB - #6,105.654785,True,True,False,False
394,2769,CR5- SNR 10dB - #6,113.956055,True,True,False,False
395,2770,CR5- SNR 10dB - #6,116.269531,True,True,False,False
396,2779,CR5- SNR 10dB - #7,21.356445,True,True,False,False
397,2782,CR5- SNR 10dB - #7,29.074707,True,True,False,False
398,2790,CR5- SNR 10dB - #7,51.675293,True,True,False,False
399,2795,CR5- SNR 10dB - #7,65.352051,True,True,False,False
400,2803,CR5- SNR 10dB - #7,87.471191,True,True,False,False
401,2811,CR5- SNR 10dB - #7,111.939941,True,True,False,False
402,2824,CR5- SNR 10dB - #8,30.359375,True,True,False,False
403,2827,CR5- SNR 10dB - #8,39.430176,True,True,False,False
404,2828,CR5- SNR 10dB - #8,42.352051,True,True,False,False
405,2842,CR5- SNR 10dB - #8,84.683105,True,True,False,False
406,2846,CR5- SNR 10dB - #8,96.772949,True,True,False,False
407,2851,CR5- SNR 10dB - #8,109.572754,True,True,False,False
408,2865,CR5- SNR 10dB - #9,26.229492,True,True,False,False
409,2872,CR5- SNR 10dB - #9,47.258301,True,True,False,False
410,2876,CR5- SNR 10dB - #9,57.412109,True,True,False,False
411,2881,CR5- SNR 10dB - #9,73.538086,True,True,False,False
412,2892,CR5- SNR 10dB - #9,105.771484,True,True,False,False
413,2895,CR5- SNR 10dB - #9,113.605957,True,True,False,False
414,2898,CR5- SNR 10dB - #10,1.0,True,True,False,False
415,2910,CR5- SNR 10dB - #10,33.753418,True,True,False,False
416,2920,CR5- SNR 10dB - #10,61.01709,True,True,False,False
417,2922,CR5- SNR 10dB - #10,66.205566,True,True,False,False
418,2924,CR5- SNR 10dB - #10,72.222656,True,True,False,False
419,2931,CR5- SNR 10dB - #10,93.189453,True,True,False,False
420,2940,CR5- SNR 10dB - #11,1.0,True,True,False,False
421,2948,CR5- SNR 10dB - #11,26.112793,True,True,False,False
422,2956,CR5- SNR 10dB - #11,48.327148,True,True,False,False
423,2961,CR5- SNR 10dB - #11,63.62793,True,True,False,False
424,2965,CR5- SNR 10dB - #11,75.087402,True,True,False,False
425,2974,CR5- SNR 10dB - #11,100.287598,True,True,False,False
